QR Clasification,Origin,DPOw,Object,Field,Secondary Object,Secondary Field,Drive configs,ID Rule,Type of Rule,Rule description,Request Date,Implantation Type,Status,Comments,Delivery Date,Conf SDM - Components Name,TEAM,STATUS DEVELOPMENT,version  FINISHED,DEFINITION PERIOD,CATALOG,"Is Critical 
(True/False)",Parameters,Url conf,Url Extralibs
DOMAIN,Stock,DPOw Client Solutions,t_knfa_non_financial_assets,g_person_role_type,,,  ,GL_DOM_t_knfa_non_financial_assets_3.5_002,3.5-Checking the value of the data in the catalog (Value against catalog),This field must have any of the values ​​censored in its catalog,,Local,DELIVERED, ,29/02/2024,KNFA_non-financial-assets_MRField.conf,CLIENT SOLUTIONS,FINISHED,13.0.3,4Q21,C529,FALSE,CUTOFF_DATE: Date of the data,https://artifactory.globaldevtools.bbva.com/ui/repos/tree/General/gl-datio-spark-libs-maven-local/com/bbva/gl/dh/360/confs/knfa_hamm/13.0.3/hammurabi/confs/master/knfa/KNFA_non-financial-assets_MRField.conf,
DOMAIN,Stock,DPOw Client Solutions,t_knfa_market_value,gf_gbl_cntr_appraisal_amount,,,  ,GL_DOM_t_knfa_market_value_3.4_000,3.4-Checking the data value within the expected range (value within a range),The amount of the appraisal must be greater than or equal to 0.01.,,Local,DELIVERED, ,29/02/2024,KNFA_market-value_MRField.conf,CLIENT SOLUTIONS,FINISHED,13.0.3,4Q21,N/A,FALSE,CUTOFF_DATE: Date of the data,https://artifactory.globaldevtools.bbva.com/ui/repos/tree/General/gl-datio-spark-libs-maven-local/com/bbva/gl/dh/360/confs/knfa_hamm/13.0.3/hammurabi/confs/master/knfa/KNFA_market-value_MRField.conf,
DOMAIN,Stock,DPOw Client Solutions,t_knfa_market_value,g_country_id,,,  ,GL_DOM_t_knfa_market_value_3.5_000,3.5-Checking the value of the data in the catalog (Value against catalog),This field must have any of the values ​​censored in its catalog,,Local,DELIVERED, ,29/02/2024,KNFA_market-value_MRField.conf,CLIENT SOLUTIONS,FINISHED,13.0.3,4Q21,C245,FALSE,CUTOFF_DATE: Date of the data,https://artifactory.globaldevtools.bbva.com/ui/repos/tree/General/gl-datio-spark-libs-maven-local/com/bbva/gl/dh/360/confs/knfa_hamm/13.0.3/hammurabi/confs/master/knfa/KNFA_market-value_MRField.conf,
DOMAIN,Stock,DPOw Client Solutions,t_knfa_market_value,gf_appraisal_date,,,  ,GL_DOM_t_knfa_market_value_5.3_000,5.3-Comparison between different values ​​of data related to each other (data in the same object): Logical comparison between two fields or expresions are in the same object,The appraisal date must be prior to the cutting date of the table.,,Local,DELIVERED, ,29/02/2024,KNFA_market-value_MRField.conf,CLIENT SOLUTIONS,FINISHED,13.0.3,4Q21,N/A,FALSE,CUTOFF_DATE: Date of the data,https://artifactory.globaldevtools.bbva.com/ui/repos/tree/General/gl-datio-spark-libs-maven-local/com/bbva/gl/dh/360/confs/knfa_hamm/13.0.3/hammurabi/confs/master/knfa/KNFA_market-value_MRField.conf,
DOMAIN,Stock,DPOw Client Solutions,t_knfa_home_center,g_country_id,,,  ,GL_DOM_t_knfa_home_center_3.5_000,3.5-Checking the value of the data in the catalog (Value against catalog),This field must have any of the values ​​censored in its catalog,,Local,DELIVERED, ,29/02/2024,KNFA_home-center_MRField.conf,CLIENT SOLUTIONS,FINISHED,13.0.3,4Q21,C245,FALSE,CUTOFF_DATE: Date of the data,https://artifactory.globaldevtools.bbva.com/ui/repos/tree/General/gl-datio-spark-libs-maven-local/com/bbva/gl/dh/360/confs/knfa_hamm/13.0.3/hammurabi/confs/master/knfa/KNFA_home-center_MRField.conf,
DOMAIN,Stock,DPOw Client Solutions,t_knfa_personalized_expenses,g_expense_type_id,,,  ,GL_DOM_t_knfa_personalized_expenses_3.5_000,3.5-Checking the value of the data in the catalog (Value against catalog),The values ​​of the field must be collected in the catalog,,Local,DELIVERED, ,29/02/2024,KNFA_personalized-expenses_MRField.conf,CLIENT SOLUTIONS,FINISHED,13.0.3,4Q21,A188,FALSE,CUTOFF_DATE: Date of the data,https://artifactory.globaldevtools.bbva.com/ui/repos/tree/General/gl-datio-spark-libs-maven-local/com/bbva/gl/dh/360/confs/knfa_hamm/13.0.3/hammurabi/confs/master/knfa/KNFA_personalized-expenses_MRField.conf,
DOMAIN,Stock,DPOw Client Solutions,t_knfa_vehicles_favourites,g_country_id,,,  ,GL_DOM_t_knfa_vehicles_favourites_3.5_000,3.5-Checking the value of the data in the catalog (Value against catalog),This field must have any of the values ​​censored in its catalog,,Local,DELIVERED, ,29/02/2024,KNFA_vehicles-favourites_MRField.conf,CLIENT SOLUTIONS,FINISHED,13.0.3,4Q21,C245,FALSE,CUTOFF_DATE: Date of the data,https://artifactory.globaldevtools.bbva.com/ui/repos/tree/General/gl-datio-spark-libs-maven-local/com/bbva/gl/dh/360/confs/knfa_hamm/13.0.3/hammurabi/confs/master/knfa/KNFA_vehicles-favourites_MRField.conf,
DOMAIN,Stock,DPOw Client Solutions,t_knfa_vehicles_favourites,g_person_role_type,,,  ,GL_DOM_t_knfa_vehicles_favourites_3.5_001,3.5-Checking the value of the data in the catalog (Value against catalog),This field must have any of the values ​​censored in its catalog,,Local,DELIVERED, ,29/02/2024,KNFA_vehicles-favourites_MRField.conf,CLIENT SOLUTIONS,FINISHED,13.0.3,4Q21,C529,FALSE,CUTOFF_DATE: Date of the data,https://artifactory.globaldevtools.bbva.com/ui/repos/tree/General/gl-datio-spark-libs-maven-local/com/bbva/gl/dh/360/confs/knfa_hamm/13.0.3/hammurabi/confs/master/knfa/KNFA_vehicles-favourites_MRField.conf,
DOMAIN,Stock,DPOw Client Solutions,t_knfa_vehicles_center,g_country_id,,,  ,GL_DOM_t_knfa_vehicles_center_3.5_000,3.5-Checking the value of the data in the catalog (Value against catalog),This field must have any of the values ​​censored in its catalog,,Local,DELIVERED, ,29/02/2024,KNFA_vehicles-center_MRField.conf,CLIENT SOLUTIONS,FINISHED,13.0.3,4Q21,C245,FALSE,CUTOFF_DATE: Date of the data,https://artifactory.globaldevtools.bbva.com/ui/repos/tree/General/gl-datio-spark-libs-maven-local/com/bbva/gl/dh/360/confs/knfa_hamm/13.0.3/hammurabi/confs/master/knfa/KNFA_vehicles-center_MRField.conf,
DOMAIN,Stock,DPOw Client Solutions,t_knfa_real_estate_favourites,g_country_id,,,  ,GL_DOM_t_knfa_real_estate_favourites_3.5_000,3.5-Checking the value of the data in the catalog (Value against catalog),This field must have any of the values ​​censored in its catalog,,Local,DELIVERED, ,29/02/2024,KNFA_real-estate-favourites_MRField.conf,CLIENT SOLUTIONS,FINISHED,13.0.3,4Q21,C245,FALSE,CUTOFF_DATE: Date of the data,https://artifactory.globaldevtools.bbva.com/ui/repos/tree/General/gl-datio-spark-libs-maven-local/com/bbva/gl/dh/360/confs/knfa_hamm/13.0.3/hammurabi/confs/master/knfa/KNFA_real-estate-favourites_MRField.conf,
DOMAIN,Stock,DPOw Client Solutions,t_knfa_real_estate_favourites,g_person_role_type,,,  ,GL_DOM_t_knfa_real_estate_favourites_3.5_001,3.5-Checking the value of the data in the catalog (Value against catalog),This field must have any of the values ​​censored in its catalog,,Local,DELIVERED, ,29/02/2024,KNFA_real-estate-favourites_MRField.conf,CLIENT SOLUTIONS,FINISHED,13.0.3,4Q21,C529,FALSE,CUTOFF_DATE: Date of the data,https://artifactory.globaldevtools.bbva.com/ui/repos/tree/General/gl-datio-spark-libs-maven-local/com/bbva/gl/dh/360/confs/knfa_hamm/13.0.3/hammurabi/confs/master/knfa/KNFA_real-estate-favourites_MRField.conf,
DOMAIN,Stock,DPOw Client Solutions,t_knfa_products_detail,g_country_id,,,  ,GL_DOM_t_knfa_products_detail_3.5_000,3.5-Checking the value of the data in the catalog (Value against catalog),This field must have any of the values ​​censored in its catalog,,Local,DELIVERED, ,29/02/2024,KNFA_products-detail_MRField.conf,CLIENT SOLUTIONS,FINISHED,13.0.3,4Q21,C245,FALSE,CUTOFF_DATE: Date of the data,https://artifactory.globaldevtools.bbva.com/ui/repos/tree/General/gl-datio-spark-libs-maven-local/com/bbva/gl/dh/360/confs/knfa_hamm/13.0.3/hammurabi/confs/master/knfa/KNFA_products-detail_MRField.conf,
DOMAIN,Stock,DPOw Client Solutions,t_knfa_products_detail,g_person_role_type,,,  ,GL_DOM_t_knfa_products_detail_3.5_001,3.5-Checking the value of the data in the catalog (Value against catalog),This field must have any of the values ​​censored in its catalog,,Local,DELIVERED, ,29/02/2024,KNFA_products-detail_MRField.conf,CLIENT SOLUTIONS,FINISHED,13.0.3,4Q21,C529,FALSE,CUTOFF_DATE: Date of the data,https://artifactory.globaldevtools.bbva.com/ui/repos/tree/General/gl-datio-spark-libs-maven-local/com/bbva/gl/dh/360/confs/knfa_hamm/13.0.3/hammurabi/confs/master/knfa/KNFA_products-detail_MRField.conf,
DOMAIN,Stock,DPOw Client Solutions,t_knfa_personalized_expenses,g_country_id,,,  ,GL_DOM_t_knfa_personalized_expenses_3.5_001,3.5-Checking the value of the data in the catalog (Value against catalog),This field must have any of the values ​​censored in its catalog,,Local,DELIVERED, ,29/02/2024,KNFA_personalized-expenses_MRField.conf,CLIENT SOLUTIONS,FINISHED,13.0.3,4Q21,C245,FALSE,CUTOFF_DATE: Date of the data,https://artifactory.globaldevtools.bbva.com/ui/repos/tree/General/gl-datio-spark-libs-maven-local/com/bbva/gl/dh/360/confs/knfa_hamm/13.0.3/hammurabi/confs/master/knfa/KNFA_personalized-expenses_MRField.conf,
DOMAIN,Stock,DPOw Client Solutions,t_knfa_personalized_expenses,g_person_role_type,,,  ,GL_DOM_t_knfa_personalized_expenses_3.5_002,3.5-Checking the value of the data in the catalog (Value against catalog),This field must have any of the values ​​censored in its catalog,,Local,DELIVERED, ,29/02/2024,KNFA_personalized-expenses_MRField.conf,CLIENT SOLUTIONS,FINISHED,13.0.3,4Q21,C529,FALSE,CUTOFF_DATE: Date of the data,https://artifactory.globaldevtools.bbva.com/ui/repos/tree/General/gl-datio-spark-libs-maven-local/com/bbva/gl/dh/360/confs/knfa_hamm/13.0.3/hammurabi/confs/master/knfa/KNFA_personalized-expenses_MRField.conf,
DOMAIN,Stock,DPOw Client Solutions,t_nm7r_lead,g_branch_id,t_kcog_branch,g_branch_id,  ,GL_DOM_t_nm7r_lead_4.3_000,4.3-Reconciliation of the same data between different tables / repositories at the same moment of time (accounting reconciliation / referential integrity),Any branch of the Leads table must be at the office table (T_KCog_Branch),,Local,DELIVERED, ,29/02/2024,NM7R_lead_KCOG_branch_MMRule.conf,CLIENT SOLUTIONS,FINISHED,13.0.3,4Q21,N/A,FALSE,CUTOFF_DATE: Date of the data,https://artifactory.globaldevtools.bbva.com/ui/repos/tree/General/gl-datio-spark-libs-maven-local/com/bbva/gl/dh/360/confs/nm7r_hamm/13.0.3/hammurabi/confs/master/nm7r/NM7R_lead_KCOG_branch_MMRule.conf,
MVP TECHNICAL,Stock,DPOw Client Solutions,t_katc_attributes_dp,g_country_id,,,  ,GL_MVP_t_katc_attributes_dp_3.1_000,3.1-Checking the null data value (NULL or empty value),"The 
 field g_country_id from the object t_katc_attributes_dp
 must be informed",,Local,DELIVERED, ,29/02/2024,KATC_attributes-dp_MRField.conf,CLIENT SOLUTIONS,FINISHED,13.0.3,4Q21,N/A,TRUE,CUTOFF_DATE: Date of the data,https://artifactory.globaldevtools.bbva.com/ui/repos/tree/General/gl-datio-spark-libs-maven-local/com/bbva/gl/dh/360/confs/katc_hamm/13.0.3/hammurabi/confs/master/katc/KATC_attributes-dp_MRField.conf,
MVP TECHNICAL,Stock,DPOw Client Solutions,t_katc_attributes_dp,g_entity_id,,,  ,GL_MVP_t_katc_attributes_dp_3.1_001,3.1-Checking the null data value (NULL or empty value),"The 
 field g_entity_id from the object t_katc_attributes_dp
 must be informed",,Local,DELIVERED, ,29/02/2024,KATC_attributes-dp_MRField.conf,CLIENT SOLUTIONS,FINISHED,13.0.3,4Q21,N/A,TRUE,CUTOFF_DATE: Date of the data,https://artifactory.globaldevtools.bbva.com/ui/repos/tree/General/gl-datio-spark-libs-maven-local/com/bbva/gl/dh/360/confs/katc_hamm/13.0.3/hammurabi/confs/master/katc/KATC_attributes-dp_MRField.conf,
MVP TECHNICAL,Stock,DPOw Client Solutions,t_katc_attributes_dp,gf_entity_id,,,  ,GL_MVP_t_katc_attributes_dp_3.1_002,3.1-Checking the null data value (NULL or empty value),"The 
 field gf_entity_id from the object t_katc_attributes_dp
 must be informed",,Local,DELIVERED, ,29/02/2024,KATC_attributes-dp_MRField.conf,CLIENT SOLUTIONS,FINISHED,13.0.3,4Q21,N/A,TRUE,CUTOFF_DATE: Date of the data,https://artifactory.globaldevtools.bbva.com/ui/repos/tree/General/gl-datio-spark-libs-maven-local/com/bbva/gl/dh/360/confs/katc_hamm/13.0.3/hammurabi/confs/master/katc/KATC_attributes-dp_MRField.conf,
MVP TECHNICAL,Stock,DPOw Client Solutions,t_katc_attributes_dp,g_customer_id,,,  ,GL_MVP_t_katc_attributes_dp_3.1_003,3.1-Checking the null data value (NULL or empty value),"The 
 field g_customer_id from the object t_katc_attributes_dp
 must be informed",,Local,DELIVERED, ,29/02/2024,KATC_attributes-dp_MRField.conf,CLIENT SOLUTIONS,FINISHED,13.0.3,4Q21,N/A,TRUE,CUTOFF_DATE: Date of the data,https://artifactory.globaldevtools.bbva.com/ui/repos/tree/General/gl-datio-spark-libs-maven-local/com/bbva/gl/dh/360/confs/katc_hamm/13.0.3/hammurabi/confs/master/katc/KATC_attributes-dp_MRField.conf,
MVP TECHNICAL,Stock,DPOw Client Solutions,t_katc_attributes_dp,g_currency_id,,,  ,GL_MVP_t_katc_attributes_dp_3.1_004,3.1-Checking the null data value (NULL or empty value),"The 
 field g_currency_id from the object t_katc_attributes_dp
 must be informed",,Local,DELIVERED, ,29/02/2024,KATC_attributes-dp_MRField.conf,CLIENT SOLUTIONS,FINISHED,13.0.3,4Q21,N/A,TRUE,CUTOFF_DATE: Date of the data,https://artifactory.globaldevtools.bbva.com/ui/repos/tree/General/gl-datio-spark-libs-maven-local/com/bbva/gl/dh/360/confs/katc_hamm/13.0.3/hammurabi/confs/master/katc/KATC_attributes-dp_MRField.conf,
MVP TECHNICAL,Stock,DPOw Client Solutions,t_katc_attributes_dp,g_country_id,,,  ,GL_MVP_t_katc_attributes_dp_3.2_000,3.2-Checking the format of the field (Data type and format),The data value complies with the required format: ALPHANUMERIC(2),,Local,DELIVERED, ,29/02/2024,KATC_attributes-dp_MRField.conf,CLIENT SOLUTIONS,FINISHED,13.0.3,4Q21,N/A,TRUE,CUTOFF_DATE: Date of the data,https://artifactory.globaldevtools.bbva.com/ui/repos/tree/General/gl-datio-spark-libs-maven-local/com/bbva/gl/dh/360/confs/katc_hamm/13.0.3/hammurabi/confs/master/katc/KATC_attributes-dp_MRField.conf,
MVP TECHNICAL,Stock,DPOw Client Solutions,t_katc_attributes_dp,g_entity_id,,,  ,GL_MVP_t_katc_attributes_dp_3.2_001,3.2-Checking the format of the field (Data type and format),The data value complies with the required format: ALPHANUMERIC(6),,Local,DELIVERED, ,29/02/2024,KATC_attributes-dp_MRField.conf,CLIENT SOLUTIONS,FINISHED,13.0.3,4Q21,N/A,TRUE,CUTOFF_DATE: Date of the data,https://artifactory.globaldevtools.bbva.com/ui/repos/tree/General/gl-datio-spark-libs-maven-local/com/bbva/gl/dh/360/confs/katc_hamm/13.0.3/hammurabi/confs/master/katc/KATC_attributes-dp_MRField.conf,
MVP TECHNICAL,Stock,DPOw Client Solutions,t_katc_attributes_dp,gf_entity_id,,,  ,GL_MVP_t_katc_attributes_dp_3.2_002,3.2-Checking the format of the field (Data type and format),The data value complies with the required format: ALPHANUMERIC(4),,Local,DELIVERED, ,29/02/2024,KATC_attributes-dp_MRField.conf,CLIENT SOLUTIONS,FINISHED,13.0.3,4Q21,N/A,TRUE,CUTOFF_DATE: Date of the data,https://artifactory.globaldevtools.bbva.com/ui/repos/tree/General/gl-datio-spark-libs-maven-local/com/bbva/gl/dh/360/confs/katc_hamm/13.0.3/hammurabi/confs/master/katc/KATC_attributes-dp_MRField.conf,
MVP TECHNICAL,Stock,DPOw Client Solutions,t_katc_attributes_dp,g_customer_id,,,  ,GL_MVP_t_katc_attributes_dp_3.2_003,3.2-Checking the format of the field (Data type and format),The data value complies with the required format: ALPHANUMERIC(15),,Local,DELIVERED, ,29/02/2024,KATC_attributes-dp_MRField.conf,CLIENT SOLUTIONS,FINISHED,13.0.3,4Q21,N/A,TRUE,CUTOFF_DATE: Date of the data,https://artifactory.globaldevtools.bbva.com/ui/repos/tree/General/gl-datio-spark-libs-maven-local/com/bbva/gl/dh/360/confs/katc_hamm/13.0.3/hammurabi/confs/master/katc/KATC_attributes-dp_MRField.conf,
MVP TECHNICAL,Stock,DPOw Client Solutions,t_katc_attributes_dp,g_currency_id,,,  ,GL_MVP_t_katc_attributes_dp_3.2_004,3.2-Checking the format of the field (Data type and format),The data value complies with the required format: ALPHANUMERIC(3),,Local,DELIVERED, ,29/02/2024,KATC_attributes-dp_MRField.conf,CLIENT SOLUTIONS,FINISHED,13.0.3,4Q21,N/A,TRUE,CUTOFF_DATE: Date of the data,https://artifactory.globaldevtools.bbva.com/ui/repos/tree/General/gl-datio-spark-libs-maven-local/com/bbva/gl/dh/360/confs/katc_hamm/13.0.3/hammurabi/confs/master/katc/KATC_attributes-dp_MRField.conf,
MVP TECHNICAL,Stock,DPOw Client Solutions,t_katc_attributes_dp,"gf_cutoff_date
g_country_id
g_entity_id
gf_entity_id
g_customer_id
g_currency_id",,,  ,GL_STR_t_katc_attributes_dp_4.2_000,4.2-Duplication of records for the same data (Duplicates),"The Table  does not contain duplicates in its Primary Key formed by gf_cutoff_date
g_country_id
g_entity_id
gf_entity_id
g_customer_id
g_currency_id",,Local,DELIVERED, ,29/02/2024,KATC_attributes-dp_MRField.conf,CLIENT SOLUTIONS,FINISHED,13.0.3,4Q21,N/A,TRUE,CUTOFF_DATE: Date of the data,https://artifactory.globaldevtools.bbva.com/ui/repos/tree/General/gl-datio-spark-libs-maven-local/com/bbva/gl/dh/360/confs/katc_hamm/13.0.3/hammurabi/confs/master/katc/KATC_attributes-dp_MRField.conf,
MVP TECHNICAL,Stock,DPOw Client Solutions,t_katc_attributes_dp,N/A,,,  ,GL_STR_t_katc_attributes_dp_6.9_000,6.9-Volumetry trend,The volume of records in the file t_katc_attributes_dp between periods does not exceed the threshold. End of month photo,,Local,DELIVERED, ,29/02/2024,KATC_attributes-dp_MRObject.conf,CLIENT SOLUTIONS,FINISHED,13.0.3,4Q21,N/A,TRUE,"CUTOFF_DATE: Date of the data
FECHA_VOLUMETRIC: Date of values to compare with
LOWER_BOUND: Lower percentage bound
UPPER_BOUND: Upper percentage bound",https://artifactory.globaldevtools.bbva.com/ui/repos/tree/General/gl-datio-spark-libs-maven-local/com/bbva/gl/dh/360/confs/katc_hamm/13.0.3/hammurabi/confs/master/katc/KATC_attributes-dp_MRObject.conf,
DOMAIN,Stock,DPOw Client Solutions,t_katc_attributes_dp,gf_12m_rl_fin_cushn_mth_number,,,  ,GL_DOM_t_katc_attributes_dp_3.4_000,3.4-Checking the data value within the expected range (value within a range),The value of the field must be greater than or equal to 0,,Local,DELIVERED, ,29/02/2024,KATC_attributes-dp_MRField.conf,CLIENT SOLUTIONS,FINISHED,13.0.3,4Q21,N/A,FALSE,CUTOFF_DATE: Date of the data,https://artifactory.globaldevtools.bbva.com/ui/repos/tree/General/gl-datio-spark-libs-maven-local/com/bbva/gl/dh/360/confs/katc_hamm/13.0.3/hammurabi/confs/master/katc/KATC_attributes-dp_MRField.conf,
DOMAIN,Stock,DPOw Client Solutions,t_katc_attributes_dp,gf_customer_accounts_number,,,  ,GL_DOM_t_katc_attributes_dp_3.4_001,3.4-Checking the data value within the expected range (value within a range),The value of the field must be greater than or equal to 0,,Local,DELIVERED, ,29/02/2024,KATC_attributes-dp_MRField.conf,CLIENT SOLUTIONS,FINISHED,13.0.3,4Q21,N/A,FALSE,CUTOFF_DATE: Date of the data,https://artifactory.globaldevtools.bbva.com/ui/repos/tree/General/gl-datio-spark-libs-maven-local/com/bbva/gl/dh/360/confs/katc_hamm/13.0.3/hammurabi/confs/master/katc/KATC_attributes-dp_MRField.conf,
